"smiles","actual"
"Cc1cc2ncn(-c3ncccc3[N+](=O)[O-])c2cc1C",-0.529319999999999
"CCN(CC(=O)Nc1ccc2c(c1)OCCO2)C(=O)CCOc1ccccc1",-1.91502
"C/C(=N/NC(=O)c1ccc2c(c1)OCO2)c1cccc(NC(=O)C(C)(C)C)c1",1.11498
"CNCC(=O)c1ccccc1.Cl",0.120880000000003
"COc1ccccc1/C=C/C(=O)OCC(=O)NNC(=O)c1ccccc1",-1.50042
"Cc1c(F)cccc1NC(=O)CSCC(=O)Nc1ccccc1",1.97548
"COc1cc(OC)nc(NC(=O)CSc2nc3ccccc3[nH]2)n1",-1.60712
"CCOC(=O)Cn1c(C)cc(=O)c2ccccc21",-1.92942
"CCOC(=O)C1(C/C(C)=N/NC(N)=O)CC(C)OC1=O",-0.565219999999997
"O=C(NCc1ccc(Cl)cc1)c1cccc(NC(=O)c2ccccc2)c1",-0.299919999999997
"COc1ccc(C(=O)N/C(=C\c2cccc3ccccc23)C(=O)NCCc2c[nH]c3ccccc23)cc1OC",0.725880000000004
"CCN(CC)C(C(=O)NC1CCCCC1)c1ccc(C)cc1",-0.936719999999998
"O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1nnc(SCc2ccccc2F)s1",-1.21572
"O=S(=O)(Nc1ccc(Cl)cc1)c1ccc(N2CCOCC2)c(NC(=S)NCCN2CCOCC2)c1",-1.65592
"CC(C)CC(=O)Nc1cccc(-c2cn3ccsc3n2)c1",0.856080000000002
"Cc1ccccc1NC(=O)CN1C(=O)NC2(CCCCC2)C1=O",-0.561619999999998
"CSC1=NC(C(Cl)(Cl)Cl)N=C(c2ccccc2)N1",-1.82832
"CCS(=O)(=O)CCSc1nc(C)cc(C)c1C#N",-0.949219999999997
"CN(C)S(=O)(=O)Nc1ccc(C(=O)O)cc1",-1.56762
"O=C(CSc1cccc[n+]1[O-])NCCCc1ccccc1",0.0215800000000037
"COc1ccc(NC(=O)CC2SC(=NCC3CCCO3)NC2=O)c([N+](=O)[O-])c1",1.17178
"Cc1ccc(NC(=O)CN2C(=O)NC(C)(c3ccc(Cl)cc3)C2=O)c(Br)c1",-0.775219999999997
"O=C(CCc1ccccc1)NCCc1ccc(F)cc1",-0.229619999999997
"O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO",-1.09232
"CCOc1cc(C2CC(=O)NC3=C2C(=O)C(C(=O)OC)C(C)C3)cc(Br)c1O",1.19338
"COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccccc1F)CC2",1.68618
"COc1ccc(C(=O)NNC(=O)C23CC4CC(CC(C4)C2)C3)cc1OC",0.326680000000003
"O=S(=O)(NCc1ccco1)c1ccccc1Br",-0.486419999999999
"Cc1ccc(NC2CCCN(C(=O)c3ccoc3C)C2)cc1C",-1.67952
"COc1ccccc1NC(=O)C(C)OC(=O)CC1CCCC1",0.473680000000002
"CCC(Sc1ncccc1C(=O)O)C(=O)N1CCCC1",-1.88332
"COc1ccc(CCC(=O)Nc2cc3c4c(c2)C(C)C(=O)N4CCC3)cc1",-1.06032
"COc1ccc(O)c(/C=N/NC(=O)c2ccc(N3CCCC3=O)cc2)c1",-0.353619999999999
"CC(C)CC(=O)NC(=S)Nc1cc(C(F)(F)F)ccc1N1CCOCC1",1.40898
"O=C1CN(c2nc(-c3cccs3)nc3sc4c(c23)CCCC4)CCN1",0.455780000000001
"O=C(CNC(=O)c1ccccc1)NCCc1ccc(O)c(O)c1",1.15228
"Cc1cc(NC(=O)C(C)SCC(=O)Nc2ccccc2N2CCCCC2)no1",0.461580000000001
"CC(C)OP(=O)(OC(C)C)C(O)c1cccc([N+](=O)[O-])c1",1.70228
"O=C(Cc1c[nH]c2ccccc12)N/N=C/c1ccccc1O",0.315580000000001
"CCOC(=O)N1CCC(NC(=O)CNS(=O)(=O)c2ccc(Br)s2)CC1",1.86648
"O=C(CCCSc1ccccc1)Nc1nc(-c2ccco2)c(-c2ccco2)s1",-0.215519999999998
"Cn1c(=O)c2c(nc(Oc3ccc4c(c3)OCO4)n2Cc2ccc(Br)cc2)n(C)c1=O",1.81808
"CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(CCC(=O)N2CCCCC2)c(=O)c2sccc21",0.147680000000001
"O=C(CC1SC(N2CCCC2)=NC1=O)Nc1ccc(C(=O)NCCc2ccc(F)cc2)cc1",-1.38002
"Cc1nc(-c2ccc(NC(=O)C3CCCCC3)cc2)cs1",-0.845219999999998
"Cc1cc(C(=O)OCC(=O)Nc2ccccc2F)c(C)o1",1.27178
"Cc1cccc(CC2CC(=O)N(C3CCCCC3)C2=O)c1",0.985780000000002
"COc1ccc(/C(C)=N/NC(=O)c2cc(C)[nH]n2)c(OC)c1",1.32708
"O=C(Nc1ccc2nn(-c3ccccc3)nc2c1)c1cccs1",0.462380000000003
"CCCCCc1ccc(-c2cn(CCCOCc3ccccc3)nn2)cc1",1.94558
"COc1cc(C(C)=O)ccc1Oc1ccc(S(=O)(=O)N2CCOCC2)cn1",-1.90232
"CCCn1c(CC)nc([N+](=O)[O-])c1Sc1ccc(C)cc1",-0.0800199999999975
"COc1cc(C(=O)NCCOc2cccc(C)c2)c(Br)c(OC)c1OC",1.24218
"COc1ccc2c(=O)c(C(=O)NCCc3ccc(OC)c(OC)c3)c[nH]c2c1",-0.661019999999997
"CCOc1ccc(-n2c(Cc3cc(=O)[nH]c(=O)[nH]3)nnc2SCC)cc1",-0.0826199999999986
"FC(F)(F)c1ccc(NCc2ccccn2)nc1",-1.34132
"CCOC(=O)C1CCN(C(=O)CCNC(=O)Cn2ccc3ccccc3c2=O)CC1",-1.95432
"COc1cccc(NC(C)C(=O)Nc2cc([N+](=O)[O-])ccc2Cl)c1",1.44148
"Fc1ccc(CN2CCCCCC2)c(F)c1",1.89998
"CC1CN(C(=O)COC(=O)c2cccc(NS(=O)(=O)c3ccccc3)c2)CC(C)O1",-0.0601199999999977
"Cn1c(=O)c(C(=O)NNC(=O)c2ccccc2Br)c(O)c2ccccc21",-1.64022
"COC(=O)CCCCC1SCC(NC(=O)c2ccccc2)C1Cl",1.53378
"O=[N+]([O-])c1sccc1CS(=O)(=O)c1ccccc1",0.964980000000001
"CCCCCOCC1CC(C/C(C)=N/Nc2nc(-c3ccccc3)cs2)C(=O)O1",-1.47502
"CC(=O)Nc1ccc(S(=O)(=O)NCC(=O)OCc2cc(=O)oc3ccc4ccccc4c23)cc1",0.407280000000004
"COc1cc2c(cc1OC)C1(NCC2)C(=O)Nc2ccccc21",-1.97252
"COC1OC(CO)C(O)C(O)C1O",-1.61222
"CCc1ccc(N(CC)C(=O)c2ccc3c(Cl)c4c(nc3c2)CCC4)cc1",0.385580000000001
"Cc1ccc2cc3cc(C(=O)N4CCC5(CC4)OCCO5)oc3nc2c1",1.57018
"COc1ccc(OC)c(-c2csc(N(Cc3ccco3)C(=O)c3cccs3)n2)c1",0.857880000000002
"COc1ccc(NC(=O)COC(=O)c2ccc(NS(=O)(=O)/C=C/c3ccccc3)cc2)cc1",0.148580000000003
"O=C(Cc1nc2ccccc2[nH]1)c1ccc(Cl)cc1",-1.59002
"CCOC(=O)C1CCN(C(=O)N2CCOCC2)CC1",0.666180000000001
"Cc1ccc(N=Nc2ccc(O)c3ncccc23)cc1C",0.551380000000002
"S=C(Nc1cccc2ccccc12)NC1CCCCC1",-1.99102
"COc1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCc4ccccc43)c2)cn1",-0.939019999999999
"COc1cccc(C(=O)N(c2ccc(OC)cc2OC)C2C=CS(=O)(=O)C2)c1",-0.146919999999998
"CCOC(=O)N1CCN(C2CC(=O)N(c3ccc(C)cc3)C2=O)CC1",1.61558
"Cc1cccc(NC(=O)CSc2nncn2-c2ccccn2)c1",-1.30572
"CCC(=O)N1CCc2cc(S(=O)(=O)NCCC(=O)Nc3ccccc3C)ccc21",0.186380000000003
"CCOc1ccc2[nH]c(=O)c(CN(CCO)C(=O)c3ccccc3F)cc2c1",-0.495319999999996
"O=C1CCCc2sc3c(c2N1)CCCCC3",-0.836219999999997
"COc1cc(NC(=S)Nc2ccccn2)cc(OC)c1",0.144880000000001
"O=C(Nc1ccc(NC(=O)C2CC2)nc1)c1ccncc1",1.22948
"Cn1c2ccccc2c2c(C(=O)NCCCN3CCCC3=O)cn(C3CCCCC3)c(=O)c21",1.44388
"Cc1cccc(N2CCN(C(=O)C3CCC(=O)N(C4CC4)C3)CC2)c1C",0.967180000000003
"CCOC(=O)c1cnc2c(c(C)nn2C)c1Oc1ccc(OC)cc1",-1.98702
"CCN1CCN(Cc2nnnn2C(C)(C)C)CC1",-1.72662
"Cc1nc(NCC2CC2)c2nnn(Cc3ccccc3)c2n1",-1.51532
"CC(=O)c1ccc(NC(=S)NCc2cccnc2)cc1",-1.92732
"CC(C)(C)C(=O)Nc1ccc(C(=O)N/N=C/c2ccccc2OC(=O)c2ccc(Cl)cc2)cc1",0.667780000000004
"COc1ccc(Nc2oc(COc3ccccc3OC)nc2C#N)cc1",-0.598919999999996
"O=C(Nc1cccc(C(=O)N2CCCC2)c1)c1ccccc1Cl",1.23918
"Cn1cc(S(=O)(=O)N2CCC(C(N)=O)CC2)c(=O)n(C)c1=O",-1.49942
"COC(=O)c1ccc(Oc2c(C)oc3cc(OCc4cnn(-c5ccccc5)c4)ccc3c2=O)cc1",1.08248
"CC1(C)CC(=O)c2cc(C(=O)N3CCN(CCO)CC3)c(=O)n(-c3ccc(Cl)cc3)c2C1",-0.257519999999996
"COCCN(C(=O)CC1CCCC1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O",1.39688
"CC1(C)Cc2c(sc3nc(-c4ccccc4Cl)n(N)c(=O)c23)CO1",-0.307219999999997
"Cc1ccc(NC(=O)CN(C)S(=O)(=O)c2cccc3cccnc23)cc1C",-1.77232
"Cc1ccc(/C=N/NC(=O)CNC(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)o1",-0.106919999999999
"O=C(/C=C/c1ccc(Cl)cc1Cl)N1CCc2ccccc21",-1.38712
"CCOc1ccccc1NC(=S)NCC1CCCO1",0.811680000000003
"CN1CCN(c2ccc(-c3ccnn3C(=O)Nc3cccc(C(F)(F)F)c3)cc2)CC1",0.251480000000001
"COc1ccc(OC)c2[nH]c(=O)c(CCNC(=O)C(=O)c3c(C)[nH]c4ccccc34)cc12",-1.04162
"COc1ccc(/C=C/C(=O)OCC(=O)NC2CCCC2)c(OC)c1",1.22208
"O=Cc1ccc(N2CCCC2)c(F)c1",-1.24662
"COc1ccc2c(c1)C(C)=CC(C)(C)N2S(=O)(=O)c1ccc(NC(C)=O)cc1",-1.73962
"CCc1cc(-c2n[nH]c(=S)n2CC(C)C)cs1",1.12248
"COC(=O)C(CCSC)NC(=O)c1cc2c(n(-c3ccccc3)c1=O)CCCC2=O",-1.42092
"CCN(CC(=O)Nc1ccc2c(c1)OCO2)S(=O)(=O)c1ccccc1",1.86598
"CC(=O)Nc1nc2cc([N+](=O)[O-])ccc2s1",1.80148
"O=C1NC(=O)N(c2ccccc2F)C(=O)/C1=C/c1ccc(Oc2ccc([N+](=O)[O-])cn2)cc1",-0.542419999999996
"CCOP(=O)(c1ccccc1)c1nc(-c2ccccc2C)oc1N1CCCCC1",0.632680000000001
"Cc1ccc(C(=O)NC(N(C)C)C(Cl)(Cl)Cl)cc1",-0.546419999999998
"CCOC(=O)c1ccc(N2CCOCC2)c(NC(=O)c2ccc3c(c2)OCO3)c1",-1.01092
"Cc1ccccc1OCCCCCCN1CCNCC1.O=C(O)C(=O)O",-1.55522
"COc1ccccc1-n1c(SCC(=O)N2CCCCC2)nc2cccnc21",-0.485319999999998
"O=C(Nc1oc2ccc(Cl)cc2c(=O)c1-c1ccc(F)cc1)c1ccco1",0.0713800000000013
"CC(C)CC(C(=O)NCC1CCCO1)N(C(=O)Cn1nnc(-c2ccc(F)cc2)n1)c1cccc(C(F)(F)F)c1",-0.700919999999996
"CCN1CCCc2cc(CN(CCN3CCOCC3)C(=S)Nc3cccc(Cl)c3)ccc21",0.316780000000001
"COc1ccccc1NS(=O)(=O)c1ccc2[nH]c(=O)[nH]c2c1",1.70858
"Cc1ccc(C)c(C2C(C#N)=C(N)Oc3cc(C)oc(=O)c32)c1",1.86628
"CC(C)(C)n1nnnc1C(c1ccccc1)N1CCc2ccccc2C1",-0.454719999999998
"CN(C)S(=O)(=O)c1cccc(NC(=O)CSc2nnnn2-c2ccccc2)c1",0.149080000000001
"CC(C)CC1NC(=O)N(CC(=O)Nc2ccc3c(c2)CCC3)C1=O",0.891980000000004
"CN1CCN(CCC(=O)N/N=C/c2cc([N+](=O)[O-])ccc2OC(F)F)CC1",1.78038
"O=C(CCNS(=O)(=O)c1ccccc1C(F)(F)F)NCC(c1ccco1)N1CCCCC1",0.518580000000004
"CC1CC(C(F)(F)F)n2ncnc2N1",-1.96422
"Cc1ccc(-n2nc3c(=O)n(CCCC(=O)NCc4ccccc4C)nc(C)c3c2C)cc1",0.630380000000002
"COCCNC(=O)C12CC3CC(C1)CC(c1ccccc1)(C3)C2",0.464080000000003
"CSCCC(NC(=O)c1ccco1)C(=O)O",-0.772519999999997
"Cc1ccc(/C=N/NC(=O)c2ccoc2C)s1",-1.91732
"NC(=O)CC(NC(=O)Cc1ccc(Cl)cc1)c1ccc(NCc2ccccc2)c([N+](=O)[O-])c1",1.16108
"CCN(CC)S(=O)(=O)c1cccc(C(=O)Nc2ccc(S(=O)(=O)NC3=NCCCCC3)cc2)c1",0.390580000000004
"CC(C)(C)OC(=O)N1CCC(C(=O)N[C@@H](Cc2ccccc2)C(=O)O)(c2ccccc2)CC1",-0.216219999999996
"C=C(C)Cn1c(-c2cccc([N+](=O)[O-])c2)n[nH]c1=S",-0.234719999999999
"COCC(=O)N(Cc1cc2cc(OC)ccc2[nH]c1=O)c1ccccc1",0.710880000000003
"CCOC(=O)Cc1csc(NC(=O)CSc2nnc(C3CC3)n2C)n1",1.31268
"COc1cc(/C=C/C(=O)N(C)CC(=O)Nc2ccccc2Br)cc2c1OCCO2",0.127180000000003
"c1ccn2c(c1)nc1c2nc2ccccn21",0.187880000000003
"COC(=O)C(O)(NC(=O)OCc1ccccc1)C(F)(F)F",1.31738
"O=C(Nc1ccccc1)c1nnsc1S(=O)(=O)c1ccc(Cl)cc1",-1.12862
"O=C(Oc1cc(=O)oc2c1c(=O)n1c3c(cccc23)CC1)c1ccccc1",1.42728
"COc1cnc(-c2ccccn2)nc1Sc1c(Cl)cccc1Cl",1.45078
"O=C(c1ccccc1)C1C(c2cccc([N+](=O)[O-])c2)C2CSCN2[C@@]12C(=O)Nc1ccccc12",0.754980000000003
"CCN1C(=O)c2cccc3c(NC(=O)C(C)(C)C)ccc1c23",1.70988
"CCC(OC(C)=O)c1cc2c(cc1[N+](=O)[O-])OCCO2",0.207080000000001
"CCN(CC(=O)NC1CCS(=O)(=O)C1)S(=O)(=O)c1ccccc1Cl",-0.0308199999999985
"O=c1c(-c2ccc3c(c2)OCCO3)coc2c(CN3CCOCC3)c(O)ccc12",-0.590719999999998
"Cn1c(SCC(=O)C(C)(C)C)nnc1-c1cccnc1",-1.57262
"Cc1ccc(-n2c(C)cc(C=C3C(=O)CC(C)(C)CC3=O)c2C)cc1",0.297680000000003
"CCN1C[C@@]2(COC)C3[C@@H](OC)[C@H]4[C@@H]1[C@@]3(C1C[C@H]3[C@H](OC(C)=O)C1[C@]4(OC(C)=O)C[C@H]3OC)[C@@H](OC)C[C@H]2OC(C)=O",-1.42552
"COc1ccc(-c2cc(C3CC3)nc3sc(C#N)c(N)c23)cc1",0.566380000000002
"O=C(NCc1ccc2[nH]c3c(c2c1)CCCC3)N1CCOCC1",1.34888
"Cc1ccc(S(=O)(=O)N2CCN(C(=O)COC(=O)C3(C)CC3(Cl)Cl)CC2)c(C)c1",-0.582119999999996
"O=C(Nc1cc(Cl)ccc1N1CCOCC1)c1cccnc1Cl",1.80018
"CCC(C)NC(=O)c1ccc(CSCc2ccccc2Cl)o1",-0.945719999999998
"CCOC(=O)c1ccc(NC(=O)c2nc[nH]c2C(=O)N2CCc3ccccc3C2)cc1",0.121680000000001
"Cn1c(=O)c(NC(=O)c2ccccc2)c2n(c1=S)CCCCC2",-1.47022
"O=C(CCc1nnc(CCCCc2ccccc2)o1)N1CCC(N2CCCC2)CC1",-0.931819999999998
"CN1CCN(c2ccc(NC(=O)c3ccccc3)cc2)CC1",-0.716819999999999
"O=C(COc1ccc(Cl)cc1Cl)OCC(=O)N1CCCc2ccccc21",-0.226519999999997
"CCCCNC(=O)OC(C)CNC(=O)Oc1cccc(C)c1",-1.30542
"COc1ccc(CN(C(=O)c2ccco2)C2CCS(=O)(=O)C2)cc1",-1.27202
"O=C(NCc1cccnc1)c1cnc2n(c1=O)CCS2",1.26868
"CCOc1cc(/C=C2/C(=O)N(c3ccccc3)N=C2C)ccc1OC(=O)c1cccs1",0.717880000000001
"Cc1nnc2c(N3CCN(CCO)CC3)nc3ccccc3n12",1.26848
"CC1=C(C(=O)OCCOc2ccccc2)C(c2coc3ccccc3c2=O)C2=C(CCCC2=O)N1",1.53438
"Cc1cc2oc(=O)cc(Cn3ncc(Cl)c(Cl)c3=O)c2cc1Cl",1.73688
"COc1ccc(CNC(=O)COC(=O)c2c(NC(C)=O)sc(C)c2C)cc1",0.943180000000002
"Nc1c(-c2ccc(Cl)cc2)cnn1-c1ccc(Cc2ccc(Cl)cc2Cl)nn1",0.636980000000001
"COc1ccc(NC(C)=O)c2nc(C)c(C)nc12",-0.819719999999997
"COc1cccc(/C=N/NC(=O)C(C)n2nnc3ccccc32)c1",-1.09752
"CCOC(=O)N1CCC(NS(=O)(=O)c2ccc3c(c2)oc(=O)n3C)CC1",1.73928
"CCN(CC)C(=O)CN1CCN(c2ncccn2)CC1.O=C(O)C(=O)O",0.0239800000000017
"COc1cc(OC)c(NC2=NCCCCC2)cc1Cl",-0.663819999999998
"O=c1oc2ccc(Br)cc2cc1S(=O)(=O)c1ccc(F)cc1",-0.784019999999998
"O=C(O)C1CC(c2ccccc2)=Nc2ccccc2S1",1.42778
"CCOc1ccc(NC(=O)c2ccc(N3CC4CC(C3)c3cccc(=O)n3C4)c(NC(=O)c3ccncc3)c2)cc1",1.19328
"Cc1ccccc1N1CC(C(=O)Nc2nnc(SCc3cccnc3)s2)CC1=O",1.55278
"CCc1ncc(C(O)c2cccc3ccccc23)n1C",0.158880000000003
"Cc1cc(C)cc(OCC(=O)Nc2ccccc2C(=O)NCc2ccco2)c1",0.803280000000001
"Cc1ccc(Cn2c(N3CCCCCC3)nc3c2c(=O)[nH]c(=O)n3C)cc1",0.361780000000003
"Br.CCCCC1(C(=O)OCC)CC(CSC(=N)N)OC1=O",-0.297319999999999
"CCN1C(=O)/C(=C/c2nc3ccccc3c(=O)n2-c2ccccc2)c2ccccc21",1.52288
"COc1ccc(C(=O)NCCCN2CCOCC2)cc1",-1.82362
"CC1(C)C(=O)OC(c2cccn2-c2ccc([N+](=O)[O-])cc2)C(C)(C)C1=O",-1.77132
"O=[N+]([O-])c1cccc(-c2nnc3cccc(Cl)n23)c1",-0.312919999999998
"CC1CCCC(NC(=O)NC(=O)COC(=O)C2=NN(c3ccccc3)C(=O)CC2)C1C",0.805380000000003
"CS/C(N)=N/C(=S)Nc1cccc(Cl)c1",-0.719319999999996
"[S-]C(=Nc1ccc(Cl)cc1)N[n+]1ccccc1",1.11718
"COCCNC(=O)c1cc(S(=O)(=O)N2CCCCC2)ccc1N1CCOCC1",1.22928
"CC(C)c1csc(CN2CCC(n3nccc3NC(=O)Cc3ccccc3)CC2)n1",-0.822219999999998
"COCCCNC(=S)N1CCN(c2nc(-c3ccc(F)cc3)cs2)CC1",-0.949319999999997
"CCCC(=O)Nc1nc(-c2ccccc2)c(CC)s1",0.583880000000001
"CC(C)c1ccc(NC(=O)c2ccc3snnc3c2)cc1",-0.647719999999996
"COCCN1C(=O)C(=O)/C(=C(/O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)C1c1cccc(Cl)c1",1.37558
"COc1cc(OC)cc(C(=O)Nc2nc(CC(=O)NCc3ccc(F)cc3)cs2)c1",0.373280000000001
"CC1CCCN(C(=O)CCS(=O)(=O)c2ccc3c(c2)n(C)c(=O)c(=O)n3C)C1",1.25478
"CNC(=O)[C@H](C)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1",1.03478
"CC(C)/C=N/NC(=O)c1cccc(N2CCCC2=O)c1",-1.79842
"O=C1CN(C(=O)COc2ccccc2F)c2ccccc2N1",-1.54142
"COc1ccc(S(=O)(=O)CC(=O)c2cc3cc(Br)ccc3oc2=O)cc1",0.199680000000001
"COC(=O)C(C)(C)ONC(=O)Nc1ccccc1",1.66048
"N#Cc1ccccc1NC(=O)C1CC(=O)N(c2ccc3c4c(cccc24)CC3)C1",1.80318
"O=C(c1ccc(S(=O)(=O)Cc2ccccc2F)c([N+](=O)[O-])c1)N1CCCC1",-1.17092
"CN(C)S(=O)(=O)c1cccc(-c2nnc3n2CCCCC3)c1",0.501380000000001
"Cc1ccccc1NC(=S)NNC(=O)c1ccoc1C",-0.225119999999997
"Cn1cnnc1SCc1ccccc1",-1.83212
"COCCNc1oc(/C=C/c2ccccc2)nc1C#N",1.86988
"COc1ccc(NC(=O)NCc2cccnc2)cc1",-1.56382
"COc1cc(C2=NOC(C(=O)N3CCCc4ccccc43)C2)cc(OC)c1OC",1.24438
"Cc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)COC(=O)CNC(=O)c1ccc(Oc2ccccc2)cc1",-0.374419999999997
"COc1ccccc1NC(=O)CS(=O)(=O)c1cn(CC(=O)N2CCCC2)c2ccccc12",-0.692419999999999
"CCN1C(=S)N[C@@H](CCc2ccccc2)[C@H](C(=O)OC)[C@H]1C",0.0846800000000023
"Cc1cc(C(=O)CSc2nnnn2C)c(C)n1CCc1ccc(Cl)cc1",-1.64222
"NC(=O)c1nn(-c2ccccc2)nc1NC(=O)CN1CCOCC1",1.46398
"O=C(COc1ccc([N+](=O)[O-])cc1)Nc1ccc2c(c1)OCO2",-1.79022
"COC(=O)C1CC(=O)N(c2ccc(C)cc2)C1",1.43908
"CC1CC(OCC(O)CN2CCOCC2)CC(C)(C)C1.Cl",1.09668
"Nc1cc2c(cc1[N+](=O)[O-])OCCOCCOCCO2",0.412680000000002
"CC(C)=CC(=O)OCC(=O)Nc1nc(C)c(Cl)cc1Cl",0.218980000000002
"CCOc1cc(C(=O)NCCN2C(=O)S/C(=C\c3cccnc3)C2=O)cc(OCC)c1OCC",-1.80262
"O=C(CN1CCOCC1)Nc1ccc(Cl)cc1",-1.11912
"COC(=O)CC1COc2ccccc2N1C(=O)c1ccc(C(C)(C)C)cc1",-0.791219999999999
"COc1ccc(-n2c(C)cc(C(=O)Cn3nc(C(=O)O)c4ccccc4c3=O)c2C)cc1",-1.43042
"CCOc1ccc(-c2noc(CCC(=O)NCC3CCCO3)n2)cc1OC",0.962980000000002
"CC(=O)Nc1sc(N/N=C/c2ccc(C)cc2)nc1-c1ccc(C)cc1",0.791780000000003
"Cc1cccc(C)c1NC(=O)CC(NCCc1ccccc1)C(=O)O",-1.83262
"CCOC(=O)c1sc2ccccc2c1OC(=O)c1ccccc1",-0.968419999999998
"CC(NC(=O)c1cccc(Cn2cc([N+](=O)[O-])cn2)c1)c1ccc(C(C)(C)C)cc1",-0.950819999999997
"N#CC1=C(N)N(c2ccc(F)cc2)C(=O)C1",1.83498
"Cc1c(NS(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)c(=O)n(-c2ccccc2)n1C",0.0090800000000008
"O=C(N/N=C\c1cc([N+](=O)[O-])ccc1N1CCOCC1)c1ccccn1",-1.45912
"Cc1c(NC(=O)COC(=O)C2(c3ccccc3F)CCCC2)c(=O)n(-c2ccccc2)n1C",-1.01462
"COC(=O)c1ccc(CNC(=O)COC(=O)C23CC4CC(CC(C4)C2)C3)cc1",0.0277800000000035
